#jd epoch U dU B dB V dV R dR I dI z dz 
2451508.58 18.966 .041 18.062 .014 16.972 .015 16.435 .015 16.130 .015 15.875 .015
2451509.55 19.041 .045 18.154 .014 nan nan 16.496 .015 16.173 .015 15.925 .015
2451511.56 nan nan 18.437 .021 17.203 .015 16.654 .011 16.232 .015 nan nan
2451511.57 nan nan 18.452 .023 17.196 .015 16.651 .011 16.244 .015 nan nan
2451513.59 nan nan 18.674 .057 17.421 .025 16.799 .013 16.337 .020 nan nan
2451513.6 nan nan 18.580 .049 17.371 .023 16.782 .013 16.337 .021 nan nan
2451515.59 nan nan 18.801 .052 17.514 .021 16.937 .012 16.484 .021 nan nan
2451515.6 nan nan 18.942 .052 17.489 .020 16.921 .012 16.452 .016 nan nan
2451517.53 nan nan 19.035 .040 17.663 .018 17.046 .012 16.573 .016 nan nan
2451517.54 nan nan 19.073 .042 17.688 .017 17.058 .011 16.568 .017 nan nan
2451519.53 nan nan 19.173 .053 17.803 .020 17.162 .012 16.629 .020 nan nan
2451519.54 nan nan 19.214 .053 17.774 .016 17.162 .011 16.639 .017 nan nan
2451521.58 nan nan 19.202 .046 17.894 .024 17.245 .013 16.684 .020 nan nan
2451521.59 nan nan 19.254 .045 17.875 .029 17.242 .014 16.770 .020 nan nan
